,,,,,,,revenue_per_person,customer_type 
,,,,,,,150,Transient
,,,,,,,200.505,Contract
,,,,,,,397.8,Contract
,,,,,,,95.37,Transient
,,,,,,,58,Transient
,,,,,,,60,Transient
,,,,,,,424,Transient
,,,,,,,38.625,Transient-Party
,,,,,,,48.5,Transient-Party
,,,,,,,38.625,Transient-Party
,,,,,,,48.5,Transient-Party
,,,,,,,48.5,Transient-Party
,,,,,,,4,Transient
,,,,,,,0,Transient
,,,,,,,85.5,Transient
,,,,,,,226.4,Transient
,,,,,,,116.6,Transient
,,,,,,,129.3066667,Group
,,,,,,,87,Transient
,,,,,,,443.01,Transient
,,,,,,,144.99,Transient
,,,,,,,38.25,Contract
,,,,,,,145.3333333,Transient
,,,,,,,146.625,Transient
,,,,,,,87,Transient
,,,,,,,210.6,Contract
,,,,,,,225,Transient
,,,,,,,117.84,Transient
,,,,,,,90.23,Transient
,,,,,,,85.5,Transient
,,,,,,,157,Transient
,,,,,,,85.5,Contract
,,,,,,,37.575,Contract
,,,,,,,75,Transient
,,,,,,,58.005,Transient
,,,,,,,90,Contract
,,,,,,,72.67,Transient
,,,,,,,87,Transient
,,,,,,,87,Transient
,,,,,,,52,Transient
,,,,,,,145,Transient
,,,,,,,145,Transient
,,,,,,,147.9,Transient
,,,,,,,96.66666667,Transient
,,,,,,,87,Transient
,,,,,,,132.48,Transient
,,,,,,,150,Transient
,,,,,,,93.96,Transient
,,,,,,,63.5,Contract
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,157.5,Transient
,,,,,,,160.5,Transient-Party
,,,,,,,160.5,Transient-Party
,,,,,,,213.625,Transient
,,,,,,,110,Transient
,,,,,,,270.865,Contract
,,,,,,,79,Transient
,,,,,,,79,Transient
,,,,,,,92.5,Transient
,,,,,,,95,Transient
,,,,,,,79,Transient
,,,,,,,80,Transient
,,,,,,,125,Transient
,,,,,,,104.5,Transient
,,,,,,,137.7,Transient
,,,,,,,87,Transient
,,,,,,,105,Transient
,,,,,,,52.5,Transient
,,,,,,,116,Transient
,,,,,,,116,Transient
,,,,,,,80,Transient
,,,,,,,128.25,Transient
,,,,,,,128.25,Transient
,,,,,,,168,Transient
,,,,,,,87,Transient
,,,,,,,110,Contract
,,,,,,,128,Contract
,,,,,,,232.5,Contract
,,,,,,,197.125,Transient
,,,,,,,197.125,Transient
,,,,,,,145,Transient-Party
,,,,,,,145,Transient-Party
,,,,,,,123,Transient
,,,,,,,87,Transient
,,,,,,,106,Contract
,,,,,,,104,Transient
,,,,,,,153,Transient
,,,,,,,78,Transient
,,,,,,,100.5,Contract
,,,,,,,81,Transient
,,,,,,,87,Transient
,,,,,,,91.5,Contract
,,,,,,,153.45,Contract
,,,,,,,110,Contract
,,,,,,,110,Contract
,,,,,,,91.5,Contract
,,,,,,,100.5,Contract
,,,,,,,104,Transient
,,,,,,,126,Transient
,,,,,,,53.5,Contract
,,,,,,,97.53,Transient
,,,,,,,179.7066667,Transient
,,,,,,,221.6,Contract
,,,,,,,240.5,Transient
,,,,,,,295.5,Contract
,,,,,,,295.5,Contract
,,,,,,,131.1,Transient
,,,,,,,60,Contract
,,,,,,,110.595,Group
,,,,,,,195,Transient
,,,,,,,160.375,Transient
,,,,,,,120,Transient
,,,,,,,90,Group
,,,,,,,208.75,Transient
,,,,,,,81,Contract
,,,,,,,81,Contract
,,,,,,,81,Contract
,,,,,,,150,Transient
,,,,,,,150.495,Contract
,,,,,,,133.1466667,Contract
,,,,,,,182.9,Contract
,,,,,,,172.5,Transient
,,,,,,,120,Transient
,,,,,,,72.67,Transient
,,,,,,,292.495,Transient
,,,,,,,242.5,Transient
,,,,,,,140,Transient
,,,,,,,150,Transient
,,,,,,,127,Contract
,,,,,,,297.5,Contract
,,,,,,,105,Transient
,,,,,,,170,Transient
,,,,,,,187.86,Transient
,,,,,,,236.505,Transient
,,,,,,,473.01,Transient
,,,,,,,87,Transient
,,,,,,,133,Transient
,,,,,,,203.06,Transient
,,,,,,,90,Transient
,,,,,,,195,Transient-Party
,,,,,,,150,Transient
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,50,Transient
,,,,,,,50,Transient
,,,,,,,81,Transient
,,,,,,,50,Transient
,,,,,,,95,Transient
,,,,,,,200,Transient
,,,,,,,50,Transient
,,,,,,,100,Transient
,,,,,,,136,Transient
,,,,,,,121.8,Transient
,,,,,,,72.2,Transient
,,,,,,,105,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,143.55,Transient-Party
,,,,,,,257.85,Contract
,,,,,,,143.55,Transient-Party
,,,,,,,113.4,Transient
,,,,,,,61.2,Contract
,,,,,,,185,Transient
,,,,,,,158.1,Transient-Party
,,,,,,,70,Transient
,,,,,,,158.1,Transient-Party
,,,,,,,106.76,Transient
,,,,,,,89.25,Transient-Party
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,67.5,Transient
,,,,,,,89.25,Transient-Party
,,,,,,,186,Transient
,,,,,,,253.645,Transient
,,,,,,,25.83333333,Transient
,,,,,,,125,Transient
,,,,,,,190.8,Group
,,,,,,,384.66,Transient
,,,,,,,384.66,Transient
,,,,,,,254.3733333,Transient
,,,,,,,320.06,Transient
,,,,,,,320.06,Transient
,,,,,,,320.06,Transient
,,,,,,,121,Transient
,,,,,,,156.3333333,Transient
,,,,,,,191.3333333,Transient
,,,,,,,176.3333333,Transient
,,,,,,,234.5,Transient
,,,,,,,364.025,Transient
,,,,,,,273.5,Transient
,,,,,,,364.025,Transient
,,,,,,,273.5,Transient
,,,,,,,122.79,Transient
,,,,,,,122.79,Transient
,,,,,,,121,Transient
,,,,,,,166.5,Transient
,,,,,,,181.005,Contract
,,,,,,,192,Transient
,,,,,,,178.5,Transient
,,,,,,,355.98,Transient
,,,,,,,119.8,Contract
,,,,,,,119.73,Transient
,,,,,,,216.025,Transient
,,,,,,,116,Transient
,,,,,,,140.28,Transient-Party
,,,,,,,201.1275,Transient
,,,,,,,140.28,Transient-Party
,,,,,,,108,Transient
,,,,,,,91.005,Group
,,,,,,,156.255,Transient
,,,,,,,46.5,Transient
,,,,,,,177.285,Transient
,,,,,,,121,Transient
,,,,,,,121,Group
,,,,,,,235.59,Transient
,,,,,,,121,Transient
,,,,,,,91.005,Transient
,,,,,,,53.5,Transient
,,,,,,,103.5,Contract
,,,,,,,140.67,Transient
,,,,,,,206.55,Transient
,,,,,,,122.79,Transient
,,,,,,,120.5,Group
,,,,,,,346.78,Transient
,,,,,,,552,Transient
,,,,,,,92.48,Transient
,,,,,,,74.66666667,Transient
,,,,,,,187.6333333,Transient
,,,,,,,122,Group
,,,,,,,324.005,Transient
,,,,,,,231,Transient
,,,,,,,113.3333333,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,221.6,Contract
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,71,Transient
,,,,,,,221.6,Contract
,,,,,,,222.6,Contract
,,,,,,,122,Transient
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,150.495,Transient
,,,,,,,188.01,Transient
,,,,,,,45.05,Contract
,,,,,,,188.01,Transient
,,,,,,,142,Transient-Party
,,,,,,,99.67,Transient-Party
,,,,,,,197.01,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,245.525,Transient
,,,,,,,122,Transient
,,,,,,,114.1333333,Transient
,,,,,,,47.5,Transient
,,,,,,,265.5566667,Transient
,,,,,,,142,Transient-Party
,,,,,,,106.995,Transient-Party
,,,,,,,172.5,Transient
,,,,,,,164.895,Contract
,,,,,,,36,Transient
,,,,,,,71.33,Transient-Party
,,,,,,,47.5,Transient
,,,,,,,177,Transient
,,,,,,,177,Transient
,,,,,,,106.995,Transient
,,,,,,,142,Transient-Party
,,,,,,,177,Transient
,,,,,,,177,Transient
,,,,,,,205.995,Transient
,,,,,,,106.995,Transient-Party
,,,,,,,177,Transient
,,,,,,,27,Transient
,,,,,,,177,Transient
,,,,,,,324.005,Transient
,,,,,,,177,Transient
,,,,,,,177,Transient
,,,,,,,205.995,Transient
,,,,,,,304.8,Group
,,,,,,,324.005,Transient
,,,,,,,61.5,Transient
,,,,,,,106.995,Transient-Party
,,,,,,,177,Transient
,,,,,,,121,Transient
,,,,,,,172.5,Transient
,,,,,,,259,Transient
,,,,,,,240,Transient
,,,,,,,2,Transient
,,,,,,,90,Transient
,,,,,,,123,Transient
,,,,,,,47,Transient
,,,,,,,310.86,Contract
,,,,,,,264.375,Contract
,,,,,,,787.5,Transient
,,,,,,,179.34,Transient-Party
,,,,,,,12,Transient-Party
,,,,,,,201.25,Transient
,,,,,,,264.375,Contract
,,,,,,,320.04,Transient
,,,,,,,58.5,Contract
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,90,Transient
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,3,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,182.26,Contract
,,,,,,,182.26,Contract
,,,,,,,186.5333333,Transient
,,,,,,,3,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,261,Transient-Party
,,,,,,,261,Transient-Party
,,,,,,,261,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,261,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,3,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,163.5,Transient-Party
,,,,,,,214,Transient
,,,,,,,163.5,Transient-Party
,,,,,,,237,Transient-Party
,,,,,,,153,Transient-Party
,,,,,,,254.01,Transient
,,,,,,,163.5,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,103.5,Transient
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,323.505,Contract
,,,,,,,323.505,Contract
,,,,,,,147,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,222,Transient-Party
,,,,,,,147,Transient-Party
,,,,,,,379.5,Transient
,,,,,,,212.1066667,Contract
,,,,,,,123,Transient
,,,,,,,163.5,Transient-Party
,,,,,,,90,Transient
,,,,,,,331.14,Transient
,,,,,,,65,Transient
,,,,,,,41,Transient
,,,,,,,98,Transient
,,,,,,,261,Transient-Party
,,,,,,,38.5,Transient
,,,,,,,132,Transient
,,,,,,,130,Transient
,,,,,,,130,Transient
,,,,,,,66,Transient
,,,,,,,130,Transient
,,,,,,,130,Transient
,,,,,,,130,Transient
,,,,,,,65,Transient
,,,,,,,55.33333333,Transient
,,,,,,,65,Transient
,,,,,,,64.8,Transient
,,,,,,,61.005,Transient
,,,,,,,73.005,Transient
,,,,,,,29,Transient
,,,,,,,107.76,Transient
,,,,,,,150,Transient
,,,,,,,152.425,Transient
,,,,,,,302.91,Contract
,,,,,,,155,Transient
,,,,,,,73.005,Transient
,,,,,,,750,Transient
,,,,,,,145.5,Transient
,,,,,,,44.5,Transient
,,,,,,,42.5,Transient
,,,,,,,63.5,Contract
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,142.5,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,75,Transient
,,,,,,,227.5,Transient
,,,,,,,18,Transient
,,,,,,,99,Contract
,,,,,,,310,Contract
,,,,,,,310,Contract
,,,,,,,212,Transient
,,,,,,,237,Transient
,,,,,,,42.5,Transient
,,,,,,,33.745,Transient
,,,,,,,48,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,121,Transient
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,152.005,Transient
,,,,,,,152,Transient
,,,,,,,158,Transient
,,,,,,,252,Transient
,,,,,,,82,Transient
,,,,,,,140,Transient
,,,,,,,37.5,Transient
,,,,,,,258,Transient
,,,,,,,90,Transient
,,,,,,,43.66,Transient
,,,,,,,90,Transient
,,,,,,,45,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,45,Transient
,,,,,,,45,Transient
,,,,,,,46,Transient
,,,,,,,45,Transient
,,,,,,,22.5,Transient
,,,,,,,45,Transient
,,,,,,,45,Transient-Party
,,,,,,,45,Transient-Party
,,,,,,,45,Transient-Party
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,70,Transient
,,,,,,,124,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Group
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,33.75,Transient
,,,,,,,0,Transient
,,,,,,,155,Transient
,,,,,,,144.99,Transient
,,,,,,,75.75,Transient-Party
,,,,,,,6,Transient-Party
,,,,,,,97,Transient-Party
,,,,,,,97,Transient-Party
,,,,,,,97,Transient-Party
,,,,,,,276,Transient
,,,,,,,37.5,Transient
,,,,,,,140,Transient
,,,,,,,0,Transient
,,,,,,,27.01,Transient
,,,,,,,66,Transient
,,,,,,,38,Transient
,,,,,,,87,Transient
,,,,,,,105,Transient
,,,,,,,150,Transient
,,,,,,,405,Transient
,,,,,,,172.2,Contract
,,,,,,,116,Transient
,,,,,,,220.8,Contract
,,,,,,,149.375,Transient
,,,,,,,79,Transient
,,,,,,,50,Transient
,,,,,,,39.5,Transient
,,,,,,,89.7,Transient
,,,,,,,224,Transient
,,,,,,,258.21,Transient
,,,,,,,122.32,Transient
,,,,,,,50,Transient
,,,,,,,50,Group
,,,,,,,189,Transient
,,,,,,,88,Transient
,,,,,,,76,Transient
,,,,,,,123,Transient
,,,,,,,65,Transient
,,,,,,,126.92,Transient
,,,,,,,80,Transient
,,,,,,,150,Transient
,,,,,,,79,Transient
,,,,,,,295.575,Transient
,,,,,,,66.7,Transient
,,,,,,,33.85,Transient
,,,,,,,66,Transient-Party
,,,,,,,66,Transient-Party
,,,,,,,66,Transient-Party
,,,,,,,66,Transient-Party
,,,,,,,66,Transient-Party
,,,,,,,64,Transient
,,,,,,,33,Transient
,,,,,,,36.4,Transient
,,,,,,,61.005,Transient
,,,,,,,99,Transient
,,,,,,,130,Transient
,,,,,,,139,Transient
,,,,,,,49.15,Transient
,,,,,,,69.5,Transient
,,,,,,,25.86666667,Transient
,,,,,,,180,Transient-Party
,,,,,,,120,Transient
,,,,,,,182.2,Transient-Party
,,,,,,,47,Transient
,,,,,,,69.22,Transient
,,,,,,,126.2,Transient
,,,,,,,90,Transient
,,,,,,,135.3,Transient
,,,,,,,35,Transient
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,153,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,78,Transient-Party
,,,,,,,3,Transient-Party
,,,,,,,87.3,Transient
,,,,,,,40.15,Transient
,,,,,,,48.5,Transient
,,,,,,,39.25,Transient
,,,,,,,33.75,Transient
,,,,,,,120.45,Transient
,,,,,,,59.75,Transient
,,,,,,,120,Transient
,,,,,,,61.005,Transient
,,,,,,,90,Transient
,,,,,,,90,Transient
,,,,,,,97,Transient
,,,,,,,120,Transient
,,,,,,,20,Transient
,,,,,,,25,Transient
,,,,,,,46,Transient
,,,,,,,80,Transient
,,,,,,,160,Transient
,,,,,,,90,Transient
,,,,,,,40,Transient
,,,,,,,86,Transient
,,,,,,,40,Transient
,,,,,,,22.5,Transient
,,,,,,,12,Transient-Party
,,,,,,,70,Transient-Party
,,,,,,,12,Transient-Party
,,,,,,,45,Transient
,,,,,,,0,Transient
,,,,,,,160,Transient
,,,,,,,114,Transient
,,,,,,,129,Transient
,,,,,,,129,Transient
,,,,,,,122,Transient
,,,,,,,160,Transient
,,,,,,,80,Transient-Party
,,,,,,,66,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,65,Transient
,,,,,,,86,Transient
,,,,,,,80,Transient-Party
,,,,,,,174.6,Transient
,,,,,,,73.005,Transient
,,,,,,,40.15,Transient
,,,,,,,85,Transient-Party
,,,,,,,60,Transient
,,,,,,,85,Transient-Party
,,,,,,,65.36,Transient
,,,,,,,65.36,Transient
,,,,,,,65.36,Transient
,,,,,,,45.5,Transient
,,,,,,,65.8,Transient
,,,,,,,142,Transient-Party
,,,,,,,65.8,Transient
,,,,,,,142,Transient-Party
,,,,,,,148.5,Contract
,,,,,,,158,Transient
,,,,,,,142,Transient-Party
,,,,,,,71,Transient-Party
,,,,,,,55.5,Transient
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,155,Transient
,,,,,,,89,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,90,Transient
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,142,Transient-Party
,,,,,,,150,Transient
,,,,,,,89,Transient
,,,,,,,151.5,Transient
,,,,,,,79,Transient
,,,,,,,45.5,Transient
,,,,,,,66,Transient-Party
,,,,,,,66,Transient-Party
,,,,,,,320,Transient
,,,,,,,80,Transient
,,,,,,,80.3,Transient
,,,,,,,142.5,Contract
,,,,,,,45.5,Transient
,,,,,,,232.5,Transient
,,,,,,,39.5,Transient
,,,,,,,80,Transient-Party
,,,,,,,213,Transient-Party
,,,,,,,267,Transient
,,,,,,,40.5,Transient
,,,,,,,81,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,249,Transient
,,,,,,,329.8,Transient
,,,,,,,142,Transient-Party
,,,,,,,166,Transient
,,,,,,,160,Transient
,,,,,,,121,Transient
,,,,,,,204,Transient
,,,,,,,270.99,Transient
,,,,,,,45.5,Transient
,,,,,,,119.505,Transient
,,,,,,,274.5,Transient
,,,,,,,457.8,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,342.5,Transient
,,,,,,,40.6,Transient
,,,,,,,90,Transient
,,,,,,,50,Transient
,,,,,,,80,Transient
,,,,,,,318,Transient
,,,,,,,108,Transient
,,,,,,,336,Transient
,,,,,,,246,Transient
,,,,,,,85,Transient-Party
,,,,,,,49,Transient
,,,,,,,85,Transient-Party
,,,,,,,77.6,Transient
,,,,,,,98,Transient
,,,,,,,139,Transient
,,,,,,,85,Transient
,,,,,,,80,Transient
,,,,,,,118.875,Transient-Party
,,,,,,,98,Transient
,,,,,,,45.5,Transient
,,,,,,,198.5,Transient
,,,,,,,43.5,Transient
,,,,,,,1,Transient
,,,,,,,48,Transient
,,,,,,,115.875,Transient-Party
,,,,,,,84,Transient
,,,,,,,66.6,Transient
,,,,,,,33.75,Transient
,,,,,,,88,Transient
,,,,,,,158,Transient
,,,,,,,243,Transient
,,,,,,,43.5,Transient
,,,,,,,88,Transient
,,,,,,,66,Transient
,,,,,,,66,Transient
,,,,,,,45,Transient
,,,,,,,58,Transient
,,,,,,,43.5,Transient
,,,,,,,200.75,Transient
,,,,,,,69.5,Transient
,,,,,,,90,Transient
,,,,,,,90,Transient
,,,,,,,90,Transient
,,,,,,,178,Transient
,,,,,,,196,Transient
,,,,,,,159,Transient
,,,,,,,32,Transient-Party
,,,,,,,41,Transient
,,,,,,,140.6,Transient
,,,,,,,79,Transient
,,,,,,,158,Transient
,,,,,,,32,Transient-Party
,,,,,,,32,Transient-Party
,,,,,,,59,Transient-Party
,,,,,,,59,Transient-Party
,,,,,,,177.5,Transient
,,,,,,,90,Transient
,,,,,,,32,Transient
,,,,,,,59,Transient-Party
,,,,,,,100,Transient
,,,,,,,0,Transient
,,,,,,,46.5,Transient
,,,,,,,32,Transient-Party
,,,,,,,45,Transient
,,,,,,,59,Transient-Party
,,,,,,,39.5,Transient
,,,,,,,117.78,Transient-Party
,,,,,,,117.78,Transient-Party
,,,,,,,64,Transient-Party
,,,,,,,100,Transient
,,,,,,,132,Transient
,,,,,,,64,Transient-Party
,,,,,,,64,Transient-Party
,,,,,,,64,Transient-Party
,,,,,,,63.33333333,Transient-Party
,,,,,,,118,Transient-Party
,,,,,,,63.33333333,Transient-Party
,,,,,,,63.33333333,Transient-Party
,,,,,,,64,Transient-Party
,,,,,,,64,Transient-Party
,,,,,,,95,Transient-Party
,,,,,,,118,Transient-Party
,,,,,,,46.5,Transient
,,,,,,,63.33333333,Transient-Party
,,,,,,,118,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,99.6,Transient
,,,,,,,80,Transient
,,,,,,,80,Transient
